Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c2.all.v2024.1.Hs.symbols.gmt	STEGER_ADIPOGENESIS_UP	1/21	8.531924e-02	2.270101e-01	1.727807e+01	4.252748e+01	CP
c2.all.v2024.1.Hs.symbols.gmt	STEIN_ESR1_TARGETS	1/83	2.974008e-01	4.100318e-01	4.281283e+00	5.191803e+00	MT-ND4
c2.all.v2024.1.Hs.symbols.gmt	STEIN_ESRRA_TARGETS	1/529	8.969643e-01	9.109384e-01	6.547792e-01	7.120020e-02	ANXA2P3
c2.all.v2024.1.Hs.symbols.gmt	STEIN_ESRRA_TARGETS_DN	1/105	3.602958e-01	4.614602e-01	3.376583e+00	3.446917e+00	ANXA2P3
c2.all.v2024.1.Hs.symbols.gmt	STONER_ESOPHAGEAL_CARCINOGENESIS_UP	1/37	1.454530e-01	2.960146e-01	9.697092e+00	1.869504e+01	PPP1R15A
c2.all.v2024.1.Hs.symbols.gmt	STOSSI_RESPONSE_TO_ESTRADIOL	3/46	9.790819e-04	1.343661e-02	1.939432e+01	1.343812e+02	TCN1;CXCL8;MSMB
c2.all.v2024.1.Hs.symbols.gmt	SUBTIL_PROGESTIN_TARGETS	2/36	1.018406e-02	7.376373e-02	1.728515e+01	7.928582e+01	ATF3;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	SUNG_METASTASIS_STROMA_UP	1/110	3.737942e-01	4.694369e-01	3.221669e+00	3.170283e+00	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	SWEET_KRAS_ONCOGENIC_SIGNATURE	6/89	2.152041e-06	6.322756e-05	1.936476e+01	2.526926e+02	GADD45A;LCN2;RPS2;RACK1;SFTPB;RPL3
c2.all.v2024.1.Hs.symbols.gmt	SWEET_KRAS_TARGETS_UP	1/83	2.974008e-01	4.100318e-01	4.281283e+00	5.191803e+00	TCIM
c2.all.v2024.1.Hs.symbols.gmt	SWEET_LUNG_CANCER_KRAS_DN	3/422	2.653412e-01	3.873350e-01	1.976807e+00	2.622706e+00	CP;SCGB1A1;BPIFB1
c2.all.v2024.1.Hs.symbols.gmt	SWEET_LUNG_CANCER_KRAS_UP	10/484	3.903415e-05	9.332885e-04	5.662946e+00	5.748499e+01	GADD45A;LCN2;MUC1;HSPH1;RPL28;RACK1;SFTPB;RPL3;NUCB2;NAPSA
c2.all.v2024.1.Hs.symbols.gmt	TAKAO_RESPONSE_TO_UVB_RADIATION_UP	5/87	3.439953e-05	8.343886e-04	1.639963e+01	1.685466e+02	UBB;RPL10A;RPL21;RPL27A;RPS5
c2.all.v2024.1.Hs.symbols.gmt	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	2/150	1.329926e-01	2.836630e-01	3.994995e+00	8.059751e+00	TCN1;S100P
c2.all.v2024.1.Hs.symbols.gmt	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN	5/132	2.479293e-04	4.564721e-03	1.058983e+01	8.792069e+01	TCN1;LTF;NEAT1;SCGB3A1;S100P
c2.all.v2024.1.Hs.symbols.gmt	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	2/183	1.817885e-01	3.249451e-01	3.263718e+00	5.564350e+00	TCN1;NEAT1
c2.all.v2024.1.Hs.symbols.gmt	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN	1/45	1.740360e-01	3.187349e-01	7.950910e+00	1.390211e+01	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN	1/206	5.845913e-01	6.445336e-01	1.709161e+00	9.175500e-01	S100P
c2.all.v2024.1.Hs.symbols.gmt	TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	1/81	2.913885e-01	4.054946e-01	4.388049e+00	5.410894e+00	NUCB2
c2.all.v2024.1.Hs.symbols.gmt	TARTE_PLASMA_CELL_VS_PLASMABLAST_UP	14/398	1.345663e-09	7.797370e-08	1.017245e+01	2.077863e+02	RPL39;SERPINB4;LCN2;CFTR;RPL28;RPL37A;RPS2;RPL23A;LYZ;RPS15A;FTL;RPL18A;CXCL8;S100P
c2.all.v2024.1.Hs.symbols.gmt	TAVAZOIE_METASTASIS	1/108	3.684290e-01	4.655014e-01	3.281905e+00	3.277006e+00	AKAP9
c2.all.v2024.1.Hs.symbols.gmt	TENEDINI_MEGAKARYOCYTE_MARKERS	1/62	2.316716e-01	3.644548e-01	5.748663e+00	8.407042e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	TERAMOTO_OPN_TARGETS_CLUSTER_7	1/18	7.358684e-02	2.123128e-01	2.024278e+01	5.281927e+01	PPP1R15A
c2.all.v2024.1.Hs.symbols.gmt	THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	2/76	4.132052e-02	1.693553e-01	7.990024e+00	2.545938e+01	RPS27;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	THUM_SYSTOLIC_HEART_FAILURE_UP	6/430	9.947144e-03	7.280611e-02	3.750088e+00	1.728967e+01	GADD45A;NEAT1;RPL3;GAS5;CP;LYZ
c2.all.v2024.1.Hs.symbols.gmt	TIAN_TNF_SIGNALING_NOT_VIA_NFKB	1/22	8.919728e-02	2.334470e-01	1.647370e+01	3.981536e+01	PPP1R15A
c2.all.v2024.1.Hs.symbols.gmt	TIAN_TNF_SIGNALING_VIA_NFKB	1/26	1.045474e-01	2.529999e-01	1.388707e+01	3.135860e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	TIEN_INTESTINE_PROBIOTICS_24HR_DN	18/215	1.297131e-18	1.424114e-16	2.681742e+01	1.104513e+03	AGR2;PPP1R15A;RPL39;HSPH1;RPL37A;RPS2;RPL27A;RACK1;RPL3;ATF3;RPS27;RPL23A;NUCB2;FTL;RPL13A;RPS3;RPL23;S100P
c2.all.v2024.1.Hs.symbols.gmt	TIEN_INTESTINE_PROBIOTICS_24HR_UP	1/561	9.103584e-01	9.222961e-01	6.164807e-01	5.789797e-02	DNAJA1
c2.all.v2024.1.Hs.symbols.gmt	TIEN_INTESTINE_PROBIOTICS_2HR_UP	1/30	1.196416e-01	2.710169e-01	1.200190e+01	2.548310e+01	RPL23
c2.all.v2024.1.Hs.symbols.gmt	TIEN_INTESTINE_PROBIOTICS_6HR_UP	8/53	5.796776e-11	4.169681e-09	4.762872e+01	1.122663e+03	RPL39;RPL37A;RPS2;RPL27A;RPS27;RPL23A;RPL23;FTL
c2.all.v2024.1.Hs.symbols.gmt	TOMIDA_METASTASIS_UP	1/26	1.045474e-01	2.529999e-01	1.388707e+01	3.135860e+01	TMSB4X
c2.all.v2024.1.Hs.symbols.gmt	TOMLINS_PROSTATE_CANCER_UP	2/40	1.247157e-02	8.365174e-02	1.548649e+01	6.789746e+01	RPL31;RACK1
c2.all.v2024.1.Hs.symbols.gmt	TONG_INTERACT_WITH_PTTG1	1/57	2.151460e-01	3.519958e-01	6.258814e+00	9.616282e+00	RPL31
c2.all.v2024.1.Hs.symbols.gmt	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	1/159	4.920314e-01	5.664335e-01	2.220736e+00	1.574974e+00	ANXA2P3
c2.all.v2024.1.Hs.symbols.gmt	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	2/184	1.833089e-01	3.264510e-01	3.245687e+00	5.506575e+00	TCN1;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_UP	1/203	5.792178e-01	6.406406e-01	1.734720e+00	9.472902e-01	MMP10
c2.all.v2024.1.Hs.symbols.gmt	TOOKER_GEMCITABINE_RESISTANCE_UP	2/80	4.532280e-02	1.752896e-01	7.581511e+00	2.345678e+01	RPL28;RPL15
c2.all.v2024.1.Hs.symbols.gmt	TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP	1/274	6.897237e-01	7.281192e-01	1.280226e+00	4.755580e-01	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	TOYOTA_TARGETS_OF_MIR34B_AND_MIR34C	2/454	5.759873e-01	6.387611e-01	1.292907e+00	7.132576e-01	SYNE2;RPL23
c2.all.v2024.1.Hs.symbols.gmt	TRAYNOR_RETT_SYNDROM_UP	1/40	1.562845e-01	3.038299e-01	8.959385e+00	1.662931e+01	MMP10
c2.all.v2024.1.Hs.symbols.gmt	TSENG_IRS1_TARGETS_UP	1/116	3.896207e-01	4.837791e-01	3.053476e+00	2.878150e+00	GAS5
c2.all.v2024.1.Hs.symbols.gmt	TSUNODA_CISPLATIN_RESISTANCE_DN	2/50	1.905920e-02	1.086270e-01	1.228782e+01	4.866231e+01	TCIM;S100P
c2.all.v2024.1.Hs.symbols.gmt	TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	1/20	8.142487e-02	2.220291e-01	1.816495e+01	4.555906e+01	LYZ
c2.all.v2024.1.Hs.symbols.gmt	TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN	1/7	2.928011e-02	1.409738e-01	5.452694e+01	1.925263e+02	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	2/24	4.610932e-03	4.094125e-02	2.651832e+01	1.426507e+02	S100P;BPIFB1
c2.all.v2024.1.Hs.symbols.gmt	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	4/206	1.148731e-02	8.068189e-02	5.376673e+00	2.401498e+01	ATF3;CP;TCIM;LTF
c2.all.v2024.1.Hs.symbols.gmt	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	2/73	3.841218e-02	1.648720e-01	8.326403e+00	2.713892e+01	ATF3;RPL31
c2.all.v2024.1.Hs.symbols.gmt	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN	2/92	5.812907e-02	1.930848e-01	6.572644e+00	1.869976e+01	CP;PIP
c2.all.v2024.1.Hs.symbols.gmt	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP	1/69	2.542306e-01	3.790744e-01	5.159569e+00	7.066100e+00	LYZ
c2.all.v2024.1.Hs.symbols.gmt	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	2/74	3.937255e-02	1.669332e-01	8.211184e+00	2.656060e+01	NEAT1;LYZ
c2.all.v2024.1.Hs.symbols.gmt	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	1/96	3.352693e-01	4.401332e-01	3.696307e+00	4.039403e+00	PIP
c2.all.v2024.1.Hs.symbols.gmt	TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP	1/66	2.446439e-01	3.725015e-01	5.396620e+00	7.598181e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	UDAYAKUMAR_MED1_TARGETS_DN	2/244	2.766541e-01	3.950037e-01	2.435943e+00	3.130156e+00	ATF3;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	UEDA_CENTRAL_CLOCK	2/90	5.591546e-02	1.912125e-01	6.721790e+00	1.938507e+01	HSPH1;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	UEDA_PERIFERAL_CLOCK	3/171	3.619576e-02	1.619087e-01	4.978466e+00	1.652260e+01	HSP90AA1;DNAJA1;HSPH1
c2.all.v2024.1.Hs.symbols.gmt	UNTERMAN_IPF_VS_CTRL_B_CELL_DN	1/36	1.418120e-01	2.920236e-01	9.970701e+00	1.947530e+01	PPP1R15A
c2.all.v2024.1.Hs.symbols.gmt	UNTERMAN_PROGRESSIVE_VS_STABLE_IPF_MONOCYTE_DN	1/27	1.083448e-01	2.588857e-01	1.336243e+01	2.969714e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	2/36	1.018406e-02	7.376373e-02	1.728515e+01	7.928582e+01	ATF3;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	VALK_AML_CLUSTER_1	1/29	1.158918e-01	2.689103e-01	1.242359e+01	2.677405e+01	ATF3
c2.all.v2024.1.Hs.symbols.gmt	VALK_AML_WITH_CEBPA	2/37	1.073657e-02	7.643853e-02	1.679749e+01	7.616148e+01	LCN2;LTF
c2.all.v2024.1.Hs.symbols.gmt	VANASSE_BCL2_TARGETS_DN	1/61	2.283943e-01	3.623045e-01	5.843947e+00	8.629651e+00	LYZ
c2.all.v2024.1.Hs.symbols.gmt	VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN	2/37	1.073657e-02	7.643853e-02	1.679749e+01	7.616148e+01	TMSB4X;CP
c2.all.v2024.1.Hs.symbols.gmt	VANHARANTA_UTERINE_FIBROID_DN	1/67	2.478529e-01	3.751968e-01	5.315227e+00	7.414315e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	VANOEVELEN_MYOGENESIS_SIN3A_TARGETS	1/221	6.104575e-01	6.632366e-01	1.591800e+00	7.856278e-01	FTL
c2.all.v2024.1.Hs.symbols.gmt	VANTVEER_BREAST_CANCER_BRCA1_DN	1/41	1.598648e-01	3.051033e-01	8.737770e+00	1.602006e+01	RPL23A
c2.all.v2024.1.Hs.symbols.gmt	VANTVEER_BREAST_CANCER_METASTASIS_DN	1/109	3.711172e-01	4.672001e-01	3.251509e+00	3.223017e+00	CP
c2.all.v2024.1.Hs.symbols.gmt	VARELA_ZMPSTE24_TARGETS_DN	1/42	1.634300e-01	3.095469e-01	8.526835e+00	1.544526e+01	LYZ
c2.all.v2024.1.Hs.symbols.gmt	VARELA_ZMPSTE24_TARGETS_UP	2/44	1.496131e-02	9.469072e-02	1.402639e+01	5.894293e+01	ATF3;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	1/135	4.371730e-01	5.214082e-01	2.619864e+00	2.167744e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	3/146	2.420495e-02	1.276895e-01	5.852459e+00	2.177816e+01	S100P;MUC1;CFTR
c2.all.v2024.1.Hs.symbols.gmt	VECCHI_GASTRIC_CANCER_EARLY_DN	1/382	8.051662e-01	8.310622e-01	9.132611e-01	1.979097e-01	BPIFA1
c2.all.v2024.1.Hs.symbols.gmt	VECCHI_GASTRIC_CANCER_EARLY_UP	6/436	1.060020e-02	7.598630e-02	3.696798e+00	1.680891e+01	HSPH1;LCN2;CFTR;NEAT1;GAS5;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	VERHAAK_AML_WITH_NPM1_MUTATED_DN	4/250	2.178738e-02	1.183554e-01	4.408067e+00	1.686713e+01	TCN1;S100P;LCN2;LTF
c2.all.v2024.1.Hs.symbols.gmt	VIETOR_IFRD1_TARGETS	1/24	9.690462e-02	2.420875e-01	1.507032e+01	3.517454e+01	RPS15A
c2.all.v2024.1.Hs.symbols.gmt	VILIMAS_NOTCH1_TARGETS_DN	1/27	1.083448e-01	2.588857e-01	1.336243e+01	2.969714e+01	LYZ
c2.all.v2024.1.Hs.symbols.gmt	VILLANUEVA_LIVER_CANCER_KRT19_DN	1/63	2.349352e-01	3.662742e-01	5.656428e+00	8.193028e+00	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	VISALA_AGING_LYMPHOCYTE_UP	1/7	2.928011e-02	1.409738e-01	5.452694e+01	1.925263e+02	TMSB4X
c2.all.v2024.1.Hs.symbols.gmt	VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	1/13	5.370110e-02	1.861898e-01	2.834631e+01	8.289373e+01	PDIA3P1
c2.all.v2024.1.Hs.symbols.gmt	VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_UP	1/15	6.170557e-02	1.980274e-01	2.443426e+01	6.805873e+01	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	WACKER_HYPOXIA_TARGETS_OF_VHL	1/13	5.370110e-02	1.861898e-01	2.834631e+01	8.289373e+01	CP
c2.all.v2024.1.Hs.symbols.gmt	WAGSCHAL_EHMT2_TARGETS_UP	1/14	5.771174e-02	1.926187e-01	2.624540e+01	7.485960e+01	CFTR
c2.all.v2024.1.Hs.symbols.gmt	WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_8D	1/646	9.381374e-01	9.465753e-01	5.331895e-01	3.404885e-02	UBB
c2.all.v2024.1.Hs.symbols.gmt	WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D	3/865	7.146974e-01	7.514409e-01	9.418262e-01	3.163557e-01	GADD45A;RPS2;RACK1
c2.all.v2024.1.Hs.symbols.gmt	WALLACE_PROSTATE_CANCER_RACE_DN	1/86	3.063248e-01	4.155997e-01	4.130500e+00	4.886833e+00	RPL37A
c2.all.v2024.1.Hs.symbols.gmt	WALLACE_PROSTATE_CANCER_RACE_UP	4/303	3.995630e-02	1.683815e-01	3.619209e+00	1.165374e+01	SFTPA2;LYZ;SCGB1A1;TCIM
c2.all.v2024.1.Hs.symbols.gmt	WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP	2/140	1.188908e-01	2.710169e-01	4.285394e+00	9.125961e+00	LYZ;MUC1
c2.all.v2024.1.Hs.symbols.gmt	WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	4/270	2.787858e-02	1.391261e-01	4.073523e+00	1.458279e+01	AGR2;MT-ATP6;MUC1;HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	1/37	1.454530e-01	2.960146e-01	9.697092e+00	1.869504e+01	SERPINB3
c2.all.v2024.1.Hs.symbols.gmt	WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	2/26	5.399779e-03	4.578837e-02	2.435135e+01	1.271481e+02	AGR2;LYZ
c2.all.v2024.1.Hs.symbols.gmt	WANG_BARRETTS_ESOPHAGUS_UP	2/52	2.051847e-02	1.144446e-01	1.180011e+01	4.586029e+01	TMSB4X;S100P
c2.all.v2024.1.Hs.symbols.gmt	WANG_CISPLATIN_RESPONSE_AND_XPC_DN	1/219	6.071030e-01	6.615155e-01	1.606517e+00	8.017436e-01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	WANG_CLIM2_TARGETS_UP	2/270	3.173391e-01	4.248841e-01	2.197443e+00	2.522191e+00	NEAT1;GAS5
c2.all.v2024.1.Hs.symbols.gmt	WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN	1/101	3.492901e-01	4.522776e-01	3.511613e+00	3.693699e+00	NUCB2
c2.all.v2024.1.Hs.symbols.gmt	WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP	1/121	4.025067e-01	4.944812e-01	2.926110e+00	2.662887e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	WANG_HCP_PROSTATE_CANCER	5/106	8.856217e-05	1.904543e-03	1.331824e+01	1.242833e+02	PPP1R15A;MUC1;RPL28;ATF3;S100P
c2.all.v2024.1.Hs.symbols.gmt	WANG_LMO4_TARGETS_DN	4/361	6.738304e-02	2.043038e-01	3.023969e+00	8.156740e+00	NEAT1;GADD45A;RPL23;AKAP9
c2.all.v2024.1.Hs.symbols.gmt	WANG_LMO4_TARGETS_UP	3/371	2.081124e-01	3.470081e-01	2.255689e+00	3.540703e+00	NEAT1;AGR2;GAS5
c2.all.v2024.1.Hs.symbols.gmt	WANG_LSD1_TARGETS_DN	1/37	1.454530e-01	2.960146e-01	9.697092e+00	1.869504e+01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	WANG_METHYLATED_IN_BREAST_CANCER	1/35	1.381557e-01	2.876176e-01	1.026017e+01	2.030872e+01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	WANG_NEOPLASTIC_TRANSFORMATION_BY_CCND1_MYC	1/22	8.919728e-02	2.334470e-01	1.647370e+01	3.981536e+01	ATF3
c2.all.v2024.1.Hs.symbols.gmt	WANG_RECURRENT_LIVER_CANCER_UP	1/20	8.142487e-02	2.220291e-01	1.816495e+01	4.555906e+01	RPL10A
c2.all.v2024.1.Hs.symbols.gmt	WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	3/371	2.081124e-01	3.470081e-01	2.255689e+00	3.540703e+00	HSP90AA1;DNAJA1;HSPH1
c2.all.v2024.1.Hs.symbols.gmt	WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP	4/392	8.520478e-02	2.270101e-01	2.778707e+00	6.843115e+00	RPL28;CCDC146;RPL31;RPL21
c2.all.v2024.1.Hs.symbols.gmt	WANG_SMARCE1_TARGETS_DN	2/385	4.871323e-01	5.629684e-01	1.530392e+00	1.100688e+00	HSPH1;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	WANG_SMARCE1_TARGETS_UP	4/294	3.640889e-02	1.619087e-01	3.732876e+00	1.236680e+01	GAS5;SERPINB3;SERPINB4;TCIM
c2.all.v2024.1.Hs.symbols.gmt	WANG_TARGETS_OF_MLL_CBP_FUSION_UP	1/45	1.740360e-01	3.187349e-01	7.950910e+00	1.390211e+01	RPL23A
c2.all.v2024.1.Hs.symbols.gmt	WANG_TUMOR_INVASIVENESS_DN	2/211	2.249498e-01	3.589947e-01	2.823905e+00	4.212922e+00	RPL3;CP
c2.all.v2024.1.Hs.symbols.gmt	WANG_TUMOR_INVASIVENESS_UP	11/384	6.896861e-07	2.320460e-05	8.011070e+00	1.136533e+02	RPS29;HSPH1;RPL21;RPL28;RPL27A;RPL32;RPS5;RPL13A;RPS3;RPL18A;RPS15A
c2.all.v2024.1.Hs.symbols.gmt	WARTERS_IR_RESPONSE_5GY	2/50	1.905920e-02	1.086270e-01	1.228782e+01	4.866231e+01	ATF3;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	WATANABE_COLON_CANCER_MSI_VS_MSS_DN	1/69	2.542306e-01	3.790744e-01	5.159569e+00	7.066100e+00	CFTR
c2.all.v2024.1.Hs.symbols.gmt	WATANABE_COLON_CANCER_MSI_VS_MSS_UP	1/30	1.196416e-01	2.710169e-01	1.200190e+01	2.548310e+01	AGR2
c2.all.v2024.1.Hs.symbols.gmt	WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	2/113	8.306880e-02	2.253336e-01	5.329657e+00	1.326065e+01	RPS27;CFTR
c2.all.v2024.1.Hs.symbols.gmt	WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2	1/35	1.381557e-01	2.876176e-01	1.026017e+01	2.030872e+01	RPL13A
c2.all.v2024.1.Hs.symbols.gmt	WEI_MIR34A_TARGETS	1/146	4.630082e-01	5.422993e-01	2.420585e+00	1.863876e+00	RPL28
c2.all.v2024.1.Hs.symbols.gmt	WEI_MYCN_TARGETS_WITH_E_BOX	1/792	9.673973e-01	9.701878e-01	4.318781e-01	1.431506e-02	HSPH1
c2.all.v2024.1.Hs.symbols.gmt	WELCH_GATA1_TARGETS	1/25	1.007341e-01	2.483821e-01	1.445455e+01	3.317710e+01	FTL
c2.all.v2024.1.Hs.symbols.gmt	WENG_POR_TARGETS_GLOBAL_DN	1/25	1.007341e-01	2.483821e-01	1.445455e+01	3.317710e+01	HSPH1
c2.all.v2024.1.Hs.symbols.gmt	WENG_POR_TARGETS_LIVER_DN	1/23	9.305905e-02	2.367331e-01	1.574082e+01	3.737691e+01	HSPH1
c2.all.v2024.1.Hs.symbols.gmt	WESTON_VEGFA_TARGETS	1/95	3.324294e-01	4.388910e-01	3.735591e+00	4.114110e+00	MMP10
c2.all.v2024.1.Hs.symbols.gmt	WESTON_VEGFA_TARGETS_3HR	1/66	2.446439e-01	3.725015e-01	5.396620e+00	7.598181e+00	MMP10
c2.all.v2024.1.Hs.symbols.gmt	WEST_ADRENOCORTICAL_TUMOR_DN	4/546	2.011636e-01	3.434199e-01	1.975798e+00	3.168461e+00	UBB;RPL39;RPL23A;RPL23
c2.all.v2024.1.Hs.symbols.gmt	WEST_ADRENOCORTICAL_TUMOR_UP	1/298	7.201487e-01	7.548895e-01	1.175653e+00	3.859640e-01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	WHITESIDE_CISPLATIN_RESISTANCE_DN	2/13	1.343168e-03	1.657898e-02	5.190952e+01	3.432633e+02	RPS5;RPL13A
c2.all.v2024.1.Hs.symbols.gmt	WHITFIELD_CELL_CYCLE_G1_S	2/133	1.092633e-01	2.607818e-01	4.514952e+00	9.996080e+00	NEAT1;SERPINB3
c2.all.v2024.1.Hs.symbols.gmt	WHITFIELD_CELL_CYCLE_G2	1/168	5.112097e-01	5.814522e-01	2.100551e+00	1.409418e+00	MUC1
c2.all.v2024.1.Hs.symbols.gmt	WHITFIELD_CELL_CYCLE_G2_M	2/198	2.047764e-01	3.444123e-01	3.012516e+00	4.777358e+00	DNAJA1;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	WHITFIELD_CELL_CYCLE_M_G1	1/126	4.151235e-01	5.028732e-01	2.808893e+00	2.469520e+00	RPL13A
c2.all.v2024.1.Hs.symbols.gmt	WHITFIELD_CELL_CYCLE_S	1/150	4.721089e-01	5.501783e-01	2.355391e+00	1.767829e+00	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2	1/57	2.151460e-01	3.519958e-01	6.258814e+00	9.616282e+00	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	WIELAND_UP_BY_HBV_INFECTION	1/103	3.548162e-01	4.560360e-01	3.442781e+00	3.567256e+00	LYZ
c2.all.v2024.1.Hs.symbols.gmt	WIERENGA_PML_INTERACTOME	3/42	7.495543e-04	1.124871e-02	2.136218e+01	1.537229e+02	RPL3;RPS27;RPS3
c2.all.v2024.1.Hs.symbols.gmt	WIERENGA_STAT5A_TARGETS_DN	3/193	4.883827e-02	1.805210e-01	4.399108e+00	1.328197e+01	GPX1;LYZ;LCN2
c2.all.v2024.1.Hs.symbols.gmt	WIERENGA_STAT5A_TARGETS_GROUP1	1/127	4.176151e-01	5.044268e-01	2.786561e+00	2.433212e+00	MUC1
c2.all.v2024.1.Hs.symbols.gmt	WIERENGA_STAT5A_TARGETS_GROUP2	1/54	2.050624e-01	3.444123e-01	6.610675e+00	1.047423e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	WIERENGA_STAT5A_TARGETS_UP	2/202	2.109632e-01	3.500892e-01	2.951877e+00	4.593331e+00	MUC1;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	WILCOX_RESPONSE_TO_PROGESTERONE_DN	1/62	2.316716e-01	3.644548e-01	5.748663e+00	8.407042e+00	AKAP9
c2.all.v2024.1.Hs.symbols.gmt	WILLERT_WNT_SIGNALING	1/23	9.305905e-02	2.367331e-01	1.574082e+01	3.737691e+01	RPL27A
c2.all.v2024.1.Hs.symbols.gmt	WILLIAMS_ESR2_TARGETS_DN	1/11	4.562907e-02	1.752896e-01	3.374866e+01	1.041892e+02	RPL21
c2.all.v2024.1.Hs.symbols.gmt	WINNEPENNINCKX_MELANOMA_METASTASIS_UP	1/162	4.985055e-01	5.707368e-01	2.179186e+00	1.517020e+00	DNAJA1
c2.all.v2024.1.Hs.symbols.gmt	WINTER_HYPOXIA_METAGENE	6/243	5.908149e-04	9.129184e-03	6.760618e+00	5.025849e+01	MT-CO2;HSPH1;MUC1;CP;FTL;CXCL8
